cash,AMD,GOOG,KO,TSM,WMT,date
1.0,0.0,0.0,0.0,0.0,0.0,2023-03-27
0.011513582,0.98224914,0.0013389174,2.2265169e-05,0.00024491444,0.0046311673,2023-03-28
0.015020765,0.97879416,0.0012156456,2.2100901e-05,0.00021844674,0.0047289133,2023-03-29
0.017008586,0.9747215,0.0013279096,2.9533418e-05,0.00026559285,0.0066469125,2023-03-30
0.017261533,0.9754281,0.0012198373,2.6898342e-05,0.00024819915,0.005815399,2023-03-31
0.021237712,0.9681176,0.0023202763,0.00023587428,0.000627486,0.007461037,2023-04-03
0.021770813,0.9685363,0.0020120097,0.00011273813,0.00037905527,0.007189042,2023-04-04
0.016984766,0.9748226,0.0017854639,7.697167e-05,0.0003091835,0.006021061,2023-04-05
0.02201979,0.96954954,0.001753742,4.6351186e-05,0.0002723852,0.0063582114,2023-04-06
0.049752377,0.92306143,0.005655794,0.0017597987,0.0013234856,0.018447092,2023-04-10
0.025626473,0.9627226,0.0017953418,0.0001041151,0.00039570555,0.009355765,2023-04-11
0.02009524,0.9716263,0.0013911696,3.7860445e-05,0.000247639,0.006601805,2023-04-12
0.019355435,0.97348523,0.0016128479,4.8918835e-05,0.00030750118,0.005190074,2023-04-13
0.039502777,0.9432398,0.0030245383,0.00041886896,0.0006591874,0.013154838,2023-04-14
0.025602102,0.96297437,0.0021078496,0.0002118889,0.00046502167,0.008638749,2023-04-17
0.017443828,0.97418255,0.0014427586,5.988505e-05,0.00032071985,0.00655028,2023-04-18
0.022454247,0.96893716,0.0015847872,4.6638226e-05,0.00025391346,0.006723245,2023-04-19
0.024389626,0.96423227,0.0019027905,0.00013400603,0.00041936323,0.008921948,2023-04-20
0.045362763,0.9148644,0.0063990103,0.0031800454,0.0040834793,0.02611028,2023-04-21
0.014849316,0.9788478,0.0015625341,5.477232e-05,0.00034717398,0.004338395,2023-04-24
0.048347898,0.9297648,0.0056214957,0.001974015,0.0018965363,0.012395262,2023-04-25
0.018100858,0.9747531,0.0022509585,6.718179e-05,0.00038737958,0.0044405498,2023-04-26
0.022019962,0.96750265,0.0026986026,0.00023721407,0.0007601516,0.006781423,2023-04-27
0.054363396,0.865565,0.016271794,0.025952835,0.013042918,0.024804072,2023-04-28
0.014609054,0.977332,0.0018725899,0.000118205775,0.0005391909,0.005528956,2023-05-01
0.01399316,0.9794788,0.0014108239,3.5699566e-05,0.00027793078,0.0048035798,2023-05-02
0.010458897,0.98115015,0.003037222,8.6023705e-05,0.00079685316,0.0044708247,2023-05-03
0.01581199,0.97694415,0.001945789,5.7727855e-05,0.0003297044,0.004910631,2023-05-04
0.018674653,0.97299266,0.0016224307,3.6804355e-05,0.00031656108,0.0063569164,2023-05-05
0.015770521,0.9764856,0.0013612772,3.2246895e-05,0.00031844803,0.0060318834,2023-05-08
0.013883533,0.97888535,0.0014721819,4.0008035e-05,0.0003876838,0.0053312643,2023-05-09
0.008196155,0.98633146,0.0013590273,2.7828115e-05,0.0003127139,0.0037728318,2023-05-10
0.007005969,0.9802741,0.004812641,0.00042549556,0.002931862,0.0045499736,2023-05-11
0.0066707856,0.98639923,0.0024398805,0.000119302866,0.0007190749,0.0036517014,2023-05-12
